Timestamp,Price,CallPut,UnderLastTradePrice
2021-06-21 12:43:43.609,56.2,C,623.04
2021-06-21 12:43:46.299,56.3,C,622.89
2021-06-21 12:43:49.593,56.2,C,622.9
2021-06-21 12:43:50.259,56.25,C,623.05
2021-06-21 12:43:50.364,56.33,C,622.99
2021-06-21 12:43:54.502,56.32,C,622.9221
2021-06-21 12:43:55.620,56.31,C,623.065
2021-06-21 12:43:55.724,56.31,C,623.065
2021-06-21 12:44:01.260,32.7,P,623.6805
2021-06-21 12:44:04.310,56.69,C,623.637
2021-06-21 12:44:12.365,56.88,C,623.86
2021-06-21 12:44:13.515,56.8,C,623.75
2021-06-21 12:44:14.364,56.85,C,623.86
2021-06-21 12:44:15.197,56.81,C,623.76
2021-06-21 12:44:19.995,56.85,C,623.94
2021-06-21 12:44:24.020,56.87,C,623.9528
2021-06-21 12:44:29.172,56.97,C,624.15
2021-06-21 12:44:31.388,57,C,624.24
2021-06-21 12:44:34.348,57.13,C,624.2833
2021-06-21 12:44:35.639,57.15,C,624.2984
2021-06-21 12:44:40.027,57.1,C,624.14
2021-06-21 12:44:41.350,57.02,C,624.0016
2021-06-21 12:44:43.009,57.02,C,624.07
2021-06-21 12:44:43.416,57,C,624.07
2021-06-21 12:44:49.600,56.92,C,623.8684
2021-06-21 12:45:14.305,56.95,C,624.12
2021-06-21 12:45:21.065,57.02,C,624.17
2021-06-21 12:45:48.467,57.01,C,623.9409
2021-06-21 12:45:48.475,57.01,C,623.9409
2021-06-21 12:45:50.688,57,C,624.0083
2021-06-21 12:45:50.712,57.01,C,624.0083
2021-06-21 12:46:12.589,56.95,C,624.026
2021-06-21 12:46:18.650,56.85,C,623.96
2021-06-21 12:46:18.693,56.92,C,623.96
2021-06-21 12:46:19.519,56.92,C,623.92
2021-06-21 12:46:20.453,56.85,C,623.895
2021-06-21 12:46:21.014,56.9,C,623.87
2021-06-21 12:46:21.706,56.85,C,623.93
2021-06-21 12:46:21.711,56.97,C,623.93
2021-06-21 12:46:21.914,56.89,C,623.93
2021-06-21 12:46:21.914,56.89,C,623.93
2021-06-21 12:46:22.459,56.9,C,623.93
2021-06-21 12:46:23.844,56.9,C,623.946
2021-06-21 12:46:24.076,56.85,C,623.88
2021-06-21 12:46:24.077,56.98,C,623.88
2021-06-21 12:46:24.550,56.85,C,623.88
2021-06-21 12:46:24.551,56.97,C,623.88
2021-06-21 12:46:24.781,56.85,C,623.834
2021-06-21 12:46:24.782,56.93,C,623.834
2021-06-21 12:46:28.543,56.92,C,623.885
2021-06-21 12:46:28.544,56.92,C,623.885
2021-06-21 12:46:28.551,56.92,C,623.885
2021-06-21 12:46:50.756,56.9,C,624.27
2021-06-21 12:49:00.025,32.8,P,623.43
2021-06-21 12:54:51.330,32.79,P,623.24
2021-06-21 13:01:38.159,33.34,P,621.63
2021-06-21 13:04:03.987,33.25,P,622.13
2021-06-21 13:06:19.639,33.35,P,621.43
2021-06-21 13:14:29.593,32.95,P,622.263
2021-06-21 13:14:29.593,32.95,P,622.263
2021-06-21 13:28:50.217,31.7,P,625.63
2021-06-21 13:33:08.489,59,C,627.31
2021-06-21 13:39:53.260,31,P,628.14
2021-06-21 13:40:26.918,31.1,P,628.55
2021-06-21 13:43:50.103,31.34,P,627.8017
2021-06-21 13:50:42.802,31.37,P,627.695
2021-06-21 13:55:03.548,31.22,P,627.9292
2021-06-21 13:55:34.121,59.2,C,627.595
2021-06-21 13:56:10.699,31.26,P,627.5
2021-06-21 13:56:44.895,31.31,P,627.7
2021-06-21 13:59:24.984,31.1,P,628.48
2021-06-21 14:05:21.273,60.4,C,629.4
2021-06-21 14:05:21.273,60.4,C,629.4
2021-06-21 14:06:41.589,30.66,P,629.7
2021-06-21 14:15:00.280,30.9,P,629.0202
2021-06-21 14:15:00.280,30.9,P,629.0202
2021-06-21 14:15:00.280,30.9,P,629.0202
2021-06-21 14:18:46.934,60.07,C,628.875
2021-06-21 14:23:08.732,30.87,P,629
2021-06-21 14:24:11.359,30.9,P,629.03
2021-06-21 14:24:11.364,30.9,P,629.03
2021-06-21 14:24:35.302,30.78,P,629.46
2021-06-21 14:26:39.761,31.03,P,628.7809
2021-06-21 14:30:22.233,30.58,P,629.725
2021-06-21 14:31:09.500,30.83,P,629.8797
2021-06-21 14:34:14.065,30.73,P,629.51
2021-06-21 14:34:34.542,30.67,P,629.4101
2021-06-21 14:35:08.755,30.5,P,630.1
2021-06-21 14:36:37.176,31,P,628.8
2021-06-21 14:36:56.678,30.9,P,628.95
2021-06-21 14:42:04.746,31.37,P,627
2021-06-21 14:42:12.469,58.68,C,626.96
2021-06-21 14:42:40.171,58.85,C,627.315
2021-06-21 14:44:47.234,58.78,C,627
2021-06-21 14:46:24.416,58.25,C,626.7299
2021-06-21 14:55:36.113,31.85,P,625.935
2021-06-21 15:00:28.708,60,C,628.8
2021-06-21 15:00:28.712,60,C,628.81
2021-06-21 15:06:14.902,59.43,C,627.915
2021-06-21 15:07:24.209,31.25,P,627.9167
2021-06-21 15:08:55.893,58.97,C,627.2574
2021-06-21 15:14:01.144,57.85,C,625.53
