TradingDate,CallPut,StrikePrice,Quantity
2021-06-28,P,650,729
2021-06-28,C,652.5,24
2021-06-28,P,652.5,305
2021-06-28,C,655,94
2021-06-28,P,655,223
2021-06-28,C,657.5,4
2021-06-28,P,657.5,113
2021-06-28,C,660,414
2021-06-28,P,660,318
2021-06-28,C,662.5,13
2021-06-28,P,662.5,84
2021-06-28,C,665,231
2021-06-28,P,665,138
2021-06-28,C,667.5,18
2021-06-28,P,667.5,17
2021-06-28,C,670,323
2021-06-28,P,670,123
2021-06-28,C,672.5,38
2021-06-28,P,672.5,21
2021-06-28,C,675,229
2021-06-28,P,675,134
2021-06-28,C,677.5,30
2021-06-28,P,677.5,42
2021-06-28,C,680,345
2021-06-28,P,680,186
2021-06-28,C,685,160
2021-06-28,P,685,249
2021-06-28,C,690,362
2021-06-28,P,690,215
2021-06-28,C,695,258
2021-06-28,P,695,50
2021-06-28,C,700,1506
2021-06-28,P,700,300
2021-06-28,C,705,434
2021-06-28,P,705,4
2021-06-28,C,710,337
2021-06-28,P,710,26
2021-06-28,C,715,77
2021-06-28,P,715,5
2021-06-28,C,720,2909
2021-06-28,P,720,90
2021-06-28,C,725,71
2021-06-28,P,725,22
2021-06-28,C,730,288
2021-06-28,P,730,56
2021-06-28,C,740,6396
2021-06-28,P,740,29
2021-06-28,C,750,4297
2021-06-28,P,750,98
2021-06-28,C,760,282
2021-06-28,P,760,33
2021-06-28,C,770,208
2021-06-28,P,770,5
2021-06-28,C,780,196
2021-06-28,P,780,2
2021-06-28,C,790,163
2021-06-28,P,790,2
2021-06-28,C,800,1179
2021-06-28,P,800,114
2021-06-28,C,810,74
2021-06-28,P,810,1
2021-06-28,C,820,126
2021-06-28,P,820,4
2021-06-28,C,830,47
2021-06-28,P,830,1
2021-06-28,C,840,97
2021-06-28,P,840,1
2021-06-28,C,850,327
2021-06-28,P,850,2
2021-06-28,C,860,116
2021-06-28,P,860,400
2021-06-28,C,870,157
2021-06-28,P,870,444
2021-06-28,C,880,110
2021-06-28,P,880,100
2021-06-28,C,890,69
2021-06-28,P,890,0
2021-06-28,C,900,269
2021-06-28,P,900,0
2021-06-28,C,910,180
2021-06-28,P,910,0
2021-06-28,C,920,232
2021-06-28,P,920,1
2021-06-28,C,930,291
2021-06-28,P,930,0
2021-06-28,C,940,353
2021-06-28,P,940,0
2021-06-28,C,950,129
2021-06-28,P,950,0
2021-06-28,C,960,223
2021-06-28,P,960,0
2021-06-28,C,970,277
2021-06-28,P,970,0
2021-06-28,C,980,278
2021-06-28,P,980,0
2021-06-28,C,990,167
2021-06-28,P,990,0
2021-06-28,C,1000,524
2021-06-28,P,1000,0
2021-06-28,C,1025,55
2021-06-28,P,1025,0
2021-06-28,C,1050,65
2021-06-28,P,1050,0
2021-06-28,C,1075,19
2021-06-28,P,1075,0
2021-06-28,C,1100,98
2021-06-28,P,1100,0
2021-06-28,C,1125,28
2021-06-28,P,1125,0
2021-06-28,C,1150,69
2021-06-28,P,1150,0
2021-06-28,C,1175,14
2021-06-28,P,1175,0
2021-06-28,C,1200,100
2021-06-28,P,1200,0
2021-06-28,C,1225,340
2021-06-28,P,1225,1
2021-06-29,C,50,1
2021-06-29,P,50,3
2021-06-29,C,100,0
2021-06-29,P,100,23
2021-06-29,C,150,0
2021-06-29,P,150,27
2021-06-29,C,200,0
2021-06-29,P,200,304
2021-06-29,C,250,6
2021-06-29,P,250,653
2021-06-29,C,300,12
2021-06-29,P,300,215
2021-06-29,C,310,0
2021-06-29,P,310,183
2021-06-29,C,320,0
2021-06-29,P,320,74
2021-06-29,C,330,1
2021-06-29,P,330,81
2021-06-29,C,340,30
2021-06-29,P,340,1098
2021-06-29,C,350,0
2021-06-29,P,350,411
2021-06-29,C,360,2
2021-06-29,P,360,69
2021-06-29,C,370,1
2021-06-29,P,370,88
2021-06-29,C,380,1
2021-06-29,P,380,82
2021-06-29,C,390,4
2021-06-29,P,390,129
2021-06-29,C,400,3
2021-06-29,P,400,563
2021-06-29,C,410,0
2021-06-29,P,410,185
2021-06-29,C,420,11
2021-06-29,P,420,120
2021-06-29,C,430,1
2021-06-29,P,430,144
2021-06-29,C,440,1
2021-06-29,P,440,170
2021-06-29,C,450,9
2021-06-29,P,450,337
2021-06-29,C,460,2
2021-06-29,P,460,96
2021-06-29,C,470,0
2021-06-29,P,470,242
2021-06-29,C,480,2
2021-06-29,P,480,369
2021-06-29,C,490,2
2021-06-29,P,490,442
2021-06-29,C,500,66
2021-06-29,P,500,1055
2021-06-29,C,510,6
2021-06-29,P,510,331
2021-06-29,C,520,23
2021-06-29,P,520,738
2021-06-29,C,530,6
2021-06-29,P,530,380
2021-06-29,C,535,0
2021-06-29,P,535,323
2021-06-29,C,540,94
2021-06-29,P,540,379
2021-06-29,C,545,4
2021-06-29,P,545,110
2021-06-29,C,550,144
2021-06-29,P,550,327
2021-06-29,C,555,45
2021-06-29,P,555,83
2021-06-29,C,560,2601
2021-06-29,P,560,414
2021-06-29,C,565,84
2021-06-29,P,565,190
2021-06-29,C,570,38
2021-06-29,P,570,244
2021-06-29,C,575,120
2021-06-29,P,575,294
2021-06-29,C,577.5,8
2021-06-29,P,577.5,147
2021-06-29,C,580,70
2021-06-29,P,580,540
2021-06-29,C,582.5,18
2021-06-29,P,582.5,264
2021-06-29,C,585,32
2021-06-29,P,585,387
2021-06-29,C,587.5,16
2021-06-29,P,587.5,622
2021-06-29,C,590,59
2021-06-29,P,590,907
2021-06-29,C,592.5,34
2021-06-29,P,592.5,510
2021-06-29,C,595,40
2021-06-29,P,595,628
2021-06-29,C,597.5,29
2021-06-29,P,597.5,67
2021-06-29,C,600,2797
2021-06-29,P,600,1042
2021-06-29,C,602.5,25
2021-06-29,P,602.5,49
2021-06-29,C,605,51
2021-06-29,P,605,208
2021-06-29,C,607.5,1116
2021-06-29,P,607.5,146
2021-06-29,C,610,164
2021-06-29,P,610,178
2021-06-29,C,612.5,17
2021-06-29,P,612.5,13
2021-06-29,C,615,53
2021-06-29,P,615,55
2021-06-29,C,617.5,33
2021-06-29,P,617.5,44
2021-06-29,C,620,150
2021-06-29,P,620,547
2021-06-29,C,622.5,48
2021-06-29,P,622.5,26
2021-06-29,C,625,98
2021-06-29,P,625,171
2021-06-29,C,627.5,7
2021-06-29,P,627.5,25
2021-06-29,C,630,252
2021-06-29,P,630,262
2021-06-29,C,632.5,12
2021-06-29,P,632.5,11
2021-06-29,C,635,97
2021-06-29,P,635,73
2021-06-29,C,637.5,20
2021-06-29,P,637.5,11
2021-06-29,C,640,3641
2021-06-29,P,640,273
2021-06-29,C,642.5,6
2021-06-29,P,642.5,59
2021-06-29,C,645,383
2021-06-29,P,645,194
2021-06-29,C,647.5,11
2021-06-29,P,647.5,54
2021-06-29,C,650,5380
2021-06-29,P,650,747
2021-06-29,C,652.5,13
2021-06-29,P,652.5,305
2021-06-29,C,655,92
2021-06-29,P,655,226
2021-06-29,C,657.5,4
2021-06-29,P,657.5,113
2021-06-29,C,660,394
2021-06-29,P,660,318
2021-06-29,C,662.5,16
2021-06-29,P,662.5,84
2021-06-29,C,665,234
2021-06-29,P,665,139
2021-06-29,C,667.5,22
2021-06-29,P,667.5,19
2021-06-29,C,670,307
2021-06-29,P,670,164
2021-06-29,C,672.5,35
2021-06-29,P,672.5,30
2021-06-29,C,675,240
2021-06-29,P,675,154
2021-06-29,C,677.5,30
2021-06-29,P,677.5,46
2021-06-29,C,680,312
2021-06-29,P,680,287
2021-06-29,C,685,185
2021-06-29,P,685,297
2021-06-29,C,690,459
2021-06-29,P,690,309
2021-06-29,C,695,172
2021-06-29,P,695,58
2021-06-29,C,700,1757
2021-06-29,P,700,325
2021-06-29,C,705,435
2021-06-29,P,705,8
2021-06-29,C,710,353
2021-06-29,P,710,29
2021-06-29,C,715,81
2021-06-29,P,715,5
2021-06-29,C,720,2927
2021-06-29,P,720,268
2021-06-29,C,725,113
2021-06-29,P,725,25
2021-06-29,C,730,336
2021-06-29,P,730,57
2021-06-29,C,740,6410
2021-06-29,P,740,30
2021-06-29,C,750,4413
2021-06-29,P,750,134
2021-06-29,C,760,292
2021-06-29,P,760,33
2021-06-29,C,770,242
2021-06-29,P,770,6
2021-06-29,C,780,204
2021-06-29,P,780,2
2021-06-29,C,790,170
2021-06-29,P,790,2
2021-06-29,C,800,1388
2021-06-29,P,800,114
2021-06-29,C,810,86
2021-06-29,P,810,1
2021-06-29,C,820,149
2021-06-29,P,820,4
2021-06-29,C,830,116
2021-06-29,P,830,1
2021-06-29,C,840,190
2021-06-29,P,840,1
2021-06-29,C,850,359
2021-06-29,P,850,2
2021-06-29,C,860,123
2021-06-29,P,860,400
2021-06-29,C,870,179
2021-06-29,P,870,444
2021-06-29,C,880,173
2021-06-29,P,880,100
2021-06-29,C,890,65
2021-06-29,P,890,0
2021-06-29,C,900,357
2021-06-29,P,900,0
2021-06-29,C,910,200
2021-06-29,P,910,0
2021-06-29,C,920,251
2021-06-29,P,920,1
2021-06-29,C,930,301
2021-06-29,P,930,0
2021-06-29,C,940,369
2021-06-29,P,940,0
2021-06-29,C,950,134
2021-06-29,P,950,0
2021-06-29,C,960,224
2021-06-29,P,960,0
2021-06-29,C,970,277
2021-06-29,P,970,0
2021-06-29,C,980,270
2021-06-29,P,980,0
2021-06-29,C,990,179
2021-06-29,P,990,0
2021-06-29,C,1000,540
2021-06-29,P,1000,0
2021-06-29,C,1025,59
2021-06-29,P,1025,0
2021-06-29,C,1050,75
2021-06-29,P,1050,0
2021-06-29,C,1075,24
2021-06-29,P,1075,0
2021-06-29,C,1100,114
2021-06-29,P,1100,0
2021-06-29,C,1125,32
2021-06-29,P,1125,0
2021-06-29,C,1150,67
2021-06-29,P,1150,0
2021-06-29,C,1175,16
2021-06-29,P,1175,0
2021-06-29,C,1200,107
2021-06-29,P,1200,0
2021-06-29,C,1225,332
2021-06-29,P,1225,1
2021-06-29,C,1250,1
2021-06-29,P,1250,0
2021-06-29,C,1275,0
2021-06-29,P,1275,0
2021-06-29,C,1300,1
2021-06-29,P,1300,0
2021-06-29,C,1325,0
2021-06-29,P,1325,0
2021-06-29,C,1350,0
2021-06-29,P,1350,0
2021-06-29,C,1375,29
2021-06-29,P,1375,0
2021-06-30,C,50,1
2021-06-30,P,50,3
2021-06-30,C,100,0
2021-06-30,P,100,23
2021-06-30,C,150,0
2021-06-30,P,150,27
2021-06-30,C,200,0
2021-06-30,P,200,305
2021-06-30,C,250,6
2021-06-30,P,250,658
2021-06-30,C,300,12
2021-06-30,P,300,241
2021-06-30,C,310,0
2021-06-30,P,310,183
2021-06-30,C,320,0
2021-06-30,P,320,76
2021-06-30,C,330,1
2021-06-30,P,330,88
2021-06-30,C,340,30
2021-06-30,P,340,643
2021-06-30,C,350,0
2021-06-30,P,350,349
2021-06-30,C,360,2
2021-06-30,P,360,62
2021-06-30,C,370,1
2021-06-30,P,370,89
2021-06-30,C,380,2
2021-06-30,P,380,84
2021-06-30,C,390,4
2021-06-30,P,390,81
2021-06-30,C,400,3
2021-06-30,P,400,556
2021-06-30,C,410,1
2021-06-30,P,410,187
2021-06-30,C,420,11
2021-06-30,P,420,118
2021-06-30,C,430,2
2021-06-30,P,430,157
2021-06-30,C,440,2
2021-06-30,P,440,171
2021-06-30,C,450,9
2021-06-30,P,450,357
2021-06-30,C,460,3
2021-06-30,P,460,138
2021-06-30,C,470,0
2021-06-30,P,470,242
2021-06-30,C,480,5
2021-06-30,P,480,386
2021-06-30,C,490,2
2021-06-30,P,490,446
2021-06-30,C,500,66
2021-06-30,P,500,1080
2021-06-30,C,510,6
2021-06-30,P,510,352
2021-06-30,C,520,23
2021-06-30,P,520,735
2021-06-30,C,530,6
2021-06-30,P,530,405
2021-06-30,C,535,0
2021-06-30,P,535,341
2021-06-30,C,540,94
2021-06-30,P,540,376
2021-06-30,C,545,4
2021-06-30,P,545,173
2021-06-30,C,550,146
2021-06-30,P,550,389
2021-06-30,C,555,21
2021-06-30,P,555,89
2021-06-30,C,560,2600
2021-06-30,P,560,434
2021-06-30,C,565,67
2021-06-30,P,565,191
2021-06-30,C,570,36
2021-06-30,P,570,298
2021-06-30,C,575,120
2021-06-30,P,575,303
2021-06-30,C,577.5,8
2021-06-30,P,577.5,147
2021-06-30,C,580,71
2021-06-30,P,580,593
2021-06-30,C,582.5,18
2021-06-30,P,582.5,264
2021-06-30,C,585,32
2021-06-30,P,585,397
2021-06-30,C,587.5,16
2021-06-30,P,587.5,639
2021-06-30,C,590,89
2021-06-30,P,590,935
2021-06-30,C,592.5,34
2021-06-30,P,592.5,510
2021-06-30,C,595,40
2021-06-30,P,595,648
2021-06-30,C,597.5,29
2021-06-30,P,597.5,67
2021-06-30,C,600,2798
2021-06-30,P,600,1077
2021-06-30,C,602.5,25
2021-06-30,P,602.5,56
2021-06-30,C,605,51
2021-06-30,P,605,238
2021-06-30,C,607.5,1116
2021-06-30,P,607.5,146
2021-06-30,C,610,164
2021-06-30,P,610,208
2021-06-30,C,612.5,17
2021-06-30,P,612.5,26
2021-06-30,C,615,53
2021-06-30,P,615,79
2021-06-30,C,617.5,33
2021-06-30,P,617.5,44
2021-06-30,C,620,149
2021-06-30,P,620,606
2021-06-30,C,622.5,48
2021-06-30,P,622.5,130
2021-06-30,C,625,96
2021-06-30,P,625,194
2021-06-30,C,627.5,9
2021-06-30,P,627.5,26
2021-06-30,C,630,251
2021-06-30,P,630,290
2021-06-30,C,632.5,24
2021-06-30,P,632.5,15
2021-06-30,C,635,98
2021-06-30,P,635,76
2021-06-30,C,637.5,21
2021-06-30,P,637.5,22
2021-06-30,C,640,3661
2021-06-30,P,640,272
2021-06-30,C,642.5,8
2021-06-30,P,642.5,49
2021-06-30,C,645,377
2021-06-30,P,645,197
2021-06-30,C,647.5,11
2021-06-30,P,647.5,59
2021-06-30,C,650,6355
2021-06-30,P,650,750
2021-06-30,C,652.5,509
2021-06-30,P,652.5,305
2021-06-30,C,655,95
2021-06-30,P,655,227
2021-06-30,C,657.5,9
2021-06-30,P,657.5,113
2021-06-30,C,660,394
2021-06-30,P,660,590
2021-06-30,C,662.5,16
2021-06-30,P,662.5,84
2021-06-30,C,665,219
2021-06-30,P,665,143
2021-06-30,C,667.5,20
2021-06-30,P,667.5,20
2021-06-30,C,670,448
2021-06-30,P,670,190
2021-06-30,C,672.5,36
2021-06-30,P,672.5,31
2021-06-30,C,675,242
2021-06-30,P,675,400
2021-06-30,C,677.5,35
2021-06-30,P,677.5,54
2021-06-30,C,680,408
2021-06-30,P,680,340
2021-06-30,C,685,196
2021-06-30,P,685,307
2021-06-30,C,690,467
2021-06-30,P,690,323
2021-06-30,C,695,175
2021-06-30,P,695,79
2021-06-30,C,700,1611
2021-06-30,P,700,348
2021-06-30,C,705,447
2021-06-30,P,705,8
2021-06-30,C,710,357
2021-06-30,P,710,35
2021-06-30,C,715,81
2021-06-30,P,715,6
2021-06-30,C,720,2937
2021-06-30,P,720,270
2021-06-30,C,725,125
2021-06-30,P,725,25
2021-06-30,C,730,330
2021-06-30,P,730,57
2021-06-30,C,740,6423
2021-06-30,P,740,41
2021-06-30,C,750,4467
2021-06-30,P,750,152
2021-06-30,C,760,278
2021-06-30,P,760,35
2021-06-30,C,770,253
2021-06-30,P,770,13
2021-06-30,C,780,202
2021-06-30,P,780,4
2021-06-30,C,790,174
2021-06-30,P,790,3
2021-06-30,C,800,1413
2021-06-30,P,800,114
2021-06-30,C,810,88
2021-06-30,P,810,1
2021-06-30,C,820,156
2021-06-30,P,820,4
2021-06-30,C,830,126
2021-06-30,P,830,1
2021-06-30,C,840,202
2021-06-30,P,840,1
2021-06-30,C,850,393
2021-06-30,P,850,2
2021-06-30,C,860,157
2021-06-30,P,860,400
2021-06-30,C,870,180
2021-06-30,P,870,444
2021-06-30,C,880,192
2021-06-30,P,880,102
2021-06-30,C,890,86
2021-06-30,P,890,0
2021-06-30,C,900,463
2021-06-30,P,900,0
2021-06-30,C,910,211
2021-06-30,P,910,1
2021-06-30,C,920,245
2021-06-30,P,920,1
2021-06-30,C,930,313
2021-06-30,P,930,0
2021-06-30,C,940,369
2021-06-30,P,940,0
2021-06-30,C,950,158
2021-06-30,P,950,0
2021-06-30,C,960,223
2021-06-30,P,960,0
2021-06-30,C,970,277
2021-06-30,P,970,0
2021-06-30,C,980,99
2021-06-30,P,980,0
2021-06-30,C,990,179
2021-06-30,P,990,0
2021-06-30,C,1000,486
2021-06-30,P,1000,0
2021-06-30,C,1025,63
2021-06-30,P,1025,0
2021-06-30,C,1050,74
2021-06-30,P,1050,0
2021-06-30,C,1075,24
2021-06-30,P,1075,0
2021-06-30,C,1100,115
2021-06-30,P,1100,0
2021-06-30,C,1125,33
2021-06-30,P,1125,0
2021-06-30,C,1150,67
2021-06-30,P,1150,0
2021-06-30,C,1175,14
2021-06-30,P,1175,0
2021-06-30,C,1200,104
2021-06-30,P,1200,0
2021-06-30,C,1225,332
2021-06-30,P,1225,1
2021-06-30,C,1250,0
2021-06-30,P,1250,0
2021-06-30,C,1275,1
2021-06-30,P,1275,0
2021-06-30,C,1300,1
2021-06-30,P,1300,0
2021-06-30,C,1325,0
2021-06-30,P,1325,0
2021-06-30,C,1350,1
2021-06-30,P,1350,0
2021-06-30,C,1375,276
2021-06-30,P,1375,0
2021-07-01,C,50,1
2021-07-01,P,50,3
2021-07-01,C,100,0
2021-07-01,P,100,34
2021-07-01,C,150,0
2021-07-01,P,150,27
2021-07-01,C,200,0
2021-07-01,P,200,312
2021-07-01,C,250,6
2021-07-01,P,250,835
2021-07-01,C,300,12
2021-07-01,P,300,253
2021-07-01,C,310,0
2021-07-01,P,310,183
2021-07-01,C,320,0
2021-07-01,P,320,81
2021-07-01,C,330,1
2021-07-01,P,330,101
2021-07-01,C,340,30
2021-07-01,P,340,616
2021-07-01,C,350,0
2021-07-01,P,350,354
2021-07-01,C,360,2
2021-07-01,P,360,57
2021-07-01,C,370,1
2021-07-01,P,370,77
2021-07-01,C,380,2
2021-07-01,P,380,63
2021-07-01,C,390,4
2021-07-01,P,390,81
2021-07-01,C,400,3
2021-07-01,P,400,580
2021-07-01,C,410,1
2021-07-01,P,410,170
2021-07-01,C,420,11
2021-07-01,P,420,123
2021-07-01,C,430,2
2021-07-01,P,430,158
2021-07-01,C,440,2
2021-07-01,P,440,177
2021-07-01,C,450,9
2021-07-01,P,450,373
2021-07-01,C,460,3
2021-07-01,P,460,140
2021-07-01,C,470,0
2021-07-01,P,470,244
2021-07-01,C,480,5
2021-07-01,P,480,385
2021-07-01,C,490,2
2021-07-01,P,490,447
2021-07-01,C,500,69
2021-07-01,P,500,1485
2021-07-01,C,510,6
2021-07-01,P,510,348
2021-07-01,C,520,23
2021-07-01,P,520,754
2021-07-01,C,530,6
2021-07-01,P,530,431
2021-07-01,C,535,0
2021-07-01,P,535,497
2021-07-01,C,540,94
2021-07-01,P,540,511
2021-07-01,C,545,6
2021-07-01,P,545,188
2021-07-01,C,550,146
2021-07-01,P,550,424
2021-07-01,C,555,21
2021-07-01,P,555,111
2021-07-01,C,560,2600
2021-07-01,P,560,447
2021-07-01,C,565,67
2021-07-01,P,565,193
2021-07-01,C,570,36
2021-07-01,P,570,309
2021-07-01,C,575,119
2021-07-01,P,575,321
2021-07-01,C,577.5,8
2021-07-01,P,577.5,147
2021-07-01,C,580,71
2021-07-01,P,580,602
2021-07-01,C,582.5,18
2021-07-01,P,582.5,264
2021-07-01,C,585,32
2021-07-01,P,585,422
2021-07-01,C,587.5,16
2021-07-01,P,587.5,638
2021-07-01,C,590,89
2021-07-01,P,590,953
2021-07-01,C,592.5,34
2021-07-01,P,592.5,510
2021-07-01,C,595,40
2021-07-01,P,595,647
2021-07-01,C,597.5,29
2021-07-01,P,597.5,73
2021-07-01,C,600,2798
2021-07-01,P,600,1094
2021-07-01,C,602.5,25
2021-07-01,P,602.5,115
2021-07-01,C,605,50
2021-07-01,P,605,241
2021-07-01,C,607.5,1116
2021-07-01,P,607.5,150
2021-07-01,C,610,164
2021-07-01,P,610,206
2021-07-01,C,612.5,17
2021-07-01,P,612.5,30
2021-07-01,C,615,52
2021-07-01,P,615,80
2021-07-01,C,617.5,31
2021-07-01,P,617.5,45
2021-07-01,C,620,145
2021-07-01,P,620,616
2021-07-01,C,622.5,45
2021-07-01,P,622.5,130
2021-07-01,C,625,96
2021-07-01,P,625,202
2021-07-01,C,627.5,9
2021-07-01,P,627.5,26
2021-07-01,C,630,253
2021-07-01,P,630,315
2021-07-01,C,632.5,24
2021-07-01,P,632.5,15
2021-07-01,C,635,98
2021-07-01,P,635,77
2021-07-01,C,637.5,22
2021-07-01,P,637.5,23
2021-07-01,C,640,3662
2021-07-01,P,640,314
2021-07-01,C,642.5,8
2021-07-01,P,642.5,50
2021-07-01,C,645,373
2021-07-01,P,645,198
2021-07-01,C,647.5,11
2021-07-01,P,647.5,60
2021-07-01,C,650,6352
2021-07-01,P,650,759
2021-07-01,C,652.5,510
2021-07-01,P,652.5,309
2021-07-01,C,655,100
2021-07-01,P,655,239
2021-07-01,C,657.5,9
2021-07-01,P,657.5,113
2021-07-01,C,660,397
2021-07-01,P,660,590
2021-07-01,C,662.5,16
2021-07-01,P,662.5,84
2021-07-01,C,665,216
2021-07-01,P,665,154
2021-07-01,C,667.5,21
2021-07-01,P,667.5,21
2021-07-01,C,670,450
2021-07-01,P,670,208
2021-07-01,C,672.5,34
2021-07-01,P,672.5,31
2021-07-01,C,675,256
2021-07-01,P,675,432
2021-07-01,C,677.5,36
2021-07-01,P,677.5,54
2021-07-01,C,680,394
2021-07-01,P,680,345
2021-07-01,C,685,271
2021-07-01,P,685,318
2021-07-01,C,690,497
2021-07-01,P,690,329
2021-07-01,C,695,192
2021-07-01,P,695,79
2021-07-01,C,700,1743
2021-07-01,P,700,350
2021-07-01,C,705,571
2021-07-01,P,705,8
2021-07-01,C,710,362
2021-07-01,P,710,36
2021-07-01,C,715,90
2021-07-01,P,715,12
2021-07-01,C,720,2932
2021-07-01,P,720,284
2021-07-01,C,725,267
2021-07-01,P,725,25
2021-07-01,C,730,342
2021-07-01,P,730,60
2021-07-01,C,740,6909
2021-07-01,P,740,44
2021-07-01,C,750,4517
2021-07-01,P,750,52
2021-07-01,C,760,286
2021-07-01,P,760,134
2021-07-01,C,770,279
2021-07-01,P,770,13
2021-07-01,C,780,211
2021-07-01,P,780,4
2021-07-01,C,790,205
2021-07-01,P,790,5
2021-07-01,C,800,1483
2021-07-01,P,800,114
2021-07-01,C,810,118
2021-07-01,P,810,1
2021-07-01,C,820,1139
2021-07-01,P,820,4
2021-07-01,C,830,146
2021-07-01,P,830,1
2021-07-01,C,840,201
2021-07-01,P,840,1
2021-07-01,C,850,399
2021-07-01,P,850,2
2021-07-01,C,860,174
2021-07-01,P,860,200
2021-07-01,C,870,180
2021-07-01,P,870,282
2021-07-01,C,880,195
2021-07-01,P,880,102
2021-07-01,C,890,107
2021-07-01,P,890,2
2021-07-01,C,900,574
2021-07-01,P,900,0
2021-07-01,C,910,220
2021-07-01,P,910,1
2021-07-01,C,920,248
2021-07-01,P,920,1
2021-07-01,C,930,318
2021-07-01,P,930,0
2021-07-01,C,940,369
2021-07-01,P,940,0
2021-07-01,C,950,167
2021-07-01,P,950,0
2021-07-01,C,960,223
2021-07-01,P,960,0
2021-07-01,C,970,281
2021-07-01,P,970,0
2021-07-01,C,980,99
2021-07-01,P,980,0
2021-07-01,C,990,179
2021-07-01,P,990,0
2021-07-01,C,1000,484
2021-07-01,P,1000,0
2021-07-01,C,1025,61
2021-07-01,P,1025,0
2021-07-01,C,1050,73
2021-07-01,P,1050,0
2021-07-01,C,1075,24
2021-07-01,P,1075,0
2021-07-01,C,1100,113
2021-07-01,P,1100,0
2021-07-01,C,1125,34
2021-07-01,P,1125,0
2021-07-01,C,1150,66
2021-07-01,P,1150,0
2021-07-01,C,1175,12
2021-07-01,P,1175,0
2021-07-01,C,1200,103
2021-07-01,P,1200,0
2021-07-01,C,1225,332
2021-07-01,P,1225,1
2021-07-01,C,1250,0
2021-07-01,P,1250,0
2021-07-01,C,1275,1
2021-07-01,P,1275,0
2021-07-01,C,1300,16
2021-07-01,P,1300,0
2021-07-01,C,1325,0
2021-07-01,P,1325,0
2021-07-01,C,1350,7
2021-07-01,P,1350,0
2021-07-01,C,1375,280
2021-07-01,P,1375,0
2021-07-02,C,50,0
2021-07-02,P,50,4
2021-07-02,C,100,0
2021-07-02,P,100,34
2021-07-02,C,150,0
2021-07-02,P,150,28
2021-07-02,C,200,0
2021-07-02,P,200,312
2021-07-02,C,250,6
2021-07-02,P,250,844
2021-07-02,C,300,13
2021-07-02,P,300,264
2021-07-02,C,310,0
2021-07-02,P,310,179
2021-07-02,C,320,0
2021-07-02,P,320,87
2021-07-02,C,330,1
2021-07-02,P,330,103
2021-07-02,C,340,30
2021-07-02,P,340,558
2021-07-02,C,350,0
2021-07-02,P,350,336
2021-07-02,C,360,2
2021-07-02,P,360,50
2021-07-02,C,370,1
2021-07-02,P,370,124
2021-07-02,C,380,3
2021-07-02,P,380,63
2021-07-02,C,390,4
2021-07-02,P,390,81
2021-07-02,C,400,3
2021-07-02,P,400,598
2021-07-02,C,410,1
2021-07-02,P,410,181
2021-07-02,C,420,11
2021-07-02,P,420,143
2021-07-02,C,430,2
2021-07-02,P,430,158
2021-07-02,C,440,2
2021-07-02,P,440,177
2021-07-02,C,450,11
2021-07-02,P,450,373
2021-07-02,C,460,3
2021-07-02,P,460,140
2021-07-02,C,470,0
2021-07-02,P,470,241
2021-07-02,C,480,5
2021-07-02,P,480,389
2021-07-02,C,490,2
2021-07-02,P,490,782
2021-07-02,C,500,69
2021-07-02,P,500,1498
2021-07-02,C,510,6
2021-07-02,P,510,348
2021-07-02,C,520,23
2021-07-02,P,520,754
2021-07-02,C,530,6
2021-07-02,P,530,455
2021-07-02,C,535,0
2021-07-02,P,535,502
2021-07-02,C,540,94
2021-07-02,P,540,525
2021-07-02,C,545,7
2021-07-02,P,545,235
2021-07-02,C,550,149
2021-07-02,P,550,453
2021-07-02,C,555,21
2021-07-02,P,555,135
2021-07-02,C,560,2600
2021-07-02,P,560,521
2021-07-02,C,565,67
2021-07-02,P,565,243
2021-07-02,C,570,36
2021-07-02,P,570,321
2021-07-02,C,575,119
2021-07-02,P,575,342
2021-07-02,C,577.5,8
2021-07-02,P,577.5,147
2021-07-02,C,580,71
2021-07-02,P,580,617
2021-07-02,C,582.5,18
2021-07-02,P,582.5,264
2021-07-02,C,585,32
2021-07-02,P,585,423
2021-07-02,C,587.5,16
2021-07-02,P,587.5,637
2021-07-02,C,590,89
2021-07-02,P,590,953
2021-07-02,C,592.5,34
2021-07-02,P,592.5,509
2021-07-02,C,595,44
2021-07-02,P,595,655
2021-07-02,C,597.5,29
2021-07-02,P,597.5,72
2021-07-02,C,600,2796
2021-07-02,P,600,1774
2021-07-02,C,602.5,25
2021-07-02,P,602.5,127
2021-07-02,C,605,50
2021-07-02,P,605,254
2021-07-02,C,607.5,1116
2021-07-02,P,607.5,149
2021-07-02,C,610,166
2021-07-02,P,610,1428
2021-07-02,C,612.5,17
2021-07-02,P,612.5,37
2021-07-02,C,615,50
2021-07-02,P,615,1008
2021-07-02,C,617.5,37
2021-07-02,P,617.5,53
2021-07-02,C,620,645
2021-07-02,P,620,600
2021-07-02,C,622.5,40
2021-07-02,P,622.5,141
2021-07-02,C,625,100
2021-07-02,P,625,209
2021-07-02,C,627.5,11
2021-07-02,P,627.5,27
2021-07-02,C,630,247
2021-07-02,P,630,314
2021-07-02,C,632.5,25
2021-07-02,P,632.5,15
2021-07-02,C,635,86
2021-07-02,P,635,92
2021-07-02,C,637.5,22
2021-07-02,P,637.5,35
2021-07-02,C,640,3662
2021-07-02,P,640,15317
